Column1,Column2,Column 3,Column 4
Argument type duplication in class %1 in %2%3%4,クラス%1の%2%3%4変数タイプの複製,,
Array root keys must not be numeric.,配列ルートキーは数字であってはいけません,,
Assign to Another Campaign,別のキャンペーンに割り当てる,,
Assign to Existing Campaign,既存のキャンペーンに割り当てる,,
Associative and numeric keys must not be mixed at one level.,アソシエイティブと数字キーは１つのレベルで混ぜてはいけません。,,
Associative key must not be the same as its parent associative key.,アソシエイティブキーは親のアソシエイティブキーと同じであってはいけません。,,
Attempt to add an invalid object,不正なオブジェクトを追加しようとしています,,Magento_Eav
"Attribute ""%1"" is required.","属性 ""%1"" は必須です。",,Magento_Catalog
"Attribute ""%1"" not found in attribute set %2.","属性 ""%1"" は属性セット%2にはみつかりません",,Magento_Eav
"Attribute ""%attribute_code"" has invalid value. %details","属性 ""%attribute_code""の値が無効です。 %details",,
Attribute %1 does not contain option with Id %2,属性%1はId%2のオプションを含みません,,Magento_Eav
